,cleaned_text,label
249,rt do know long latent period can time first death case can trust latent period may longer symptoms are appearing slower sars means carriers can still travelling around with hashtag_eastasiavirus infected,none_of_the_above
250,hashtag_virusothercountry tidbits japan casepatient visited sick dad with pneumonia hashtag_eastasia usual questions is dad case tested enviromental samples positive huanan south china seafood market usual questions animal stalls etc,none_of_the_above
251,rapid test ready wuhan coronavirus standard hashtag_eastasiavirus hashtag_virus hashtag_virus,none_of_the_above
252,new hashtag_eastasiavirus will have infected hundreds,none_of_the_above
253,hashtag_eastasiavirus uk experts estimate people are infected far greater official figures hashtag_eastasia releases least are known have  virus appeared hashtag_eastasia city   hashtag_eastasia,none_of_the_above
254,rt mysterious wuhan virus german researchers develop new test strain coronavirus  ,none_of_the_above
255,have laboratoryconfirmed cases new virus uk experts estimate figure is closer ,none_of_the_above
256,rt hope canadian airports are also screening loop   cdc screen three us airports signs new virus china,none_of_the_above
257,new tech sharp docs made fast id wuhan coronavirus possible voice america english hashtag_eastasiavirus hashtag_virus hashtag_virus,none_of_the_above
258,reuters tried ask chinese government new report estimates people have new chinese virus nobody chinese government would comment  hashtag_virus hashtag_eastasia,none_of_the_above
259,dear emerg meeting declare pub hlth emerg int l concern longer needed pheic world did however inadequate info do panic caseinfection ratio spread infectiousness severity will naturally end zoonotic ,none_of_the_above
260,is scary information infectious disease becomes censored item communist china is ignorance is dangerous world hashtag_eastasiavirus,entity_directed_criticism
261,screen three us airports signs new hashtag_virusothercountry virus hashtag_eastasia did need  nice measured response communication alarmist pragmatic,none_of_the_above
262,new hashtag_eastasiavirus will have infected hundreds,none_of_the_above
263,today went fat chai ming restaurant lunch highly recommended try pork chops fried food singaporestyle noodles sidenote shop offers masks free protect hashtag_virusothercountry  ,none_of_the_above
264,new chinese virus will have infected hundreds hashtag_eastasiavirus number people already infected mystery virus emerging china is far greater official figures suggest uk experts estimate figure is closer,none_of_the_above
265,excellent point country is open transparent honest is unfairly kept bullying threats country lies hides truth world have forgotten china sars lies cover already let never forget ,entity_directed_criticism
266,made china medspoison wonder medical supplies made supply will work properly guess will know soon with coming hashtag_virusothercountry ,none_of_the_above
267,new chinese virus will have infected hundreds  hashtag_eastasiavirus hashtag_eastasia   hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia    ,none_of_the_above
268,is look worrying will  check with hashtag_eastasia real data lack transparency could lead another disastrous worldwide outbreak like hashtag_eastasia  ,entity_directed_criticism
269,dtl live iv with new hashtag_eastasiavirus hashtag_eastasiavirus with virologist ,none_of_the_above
270,hashtag_eastasiavirus would disastrous countries should stay alert news china are covered,entity_directed_criticism
271,ahead  travel season hashtag_eastasia hotel has introduced measures against hashtag_eastasiavirus hashtag_virusothercountry,none_of_the_above
272,china coronavirus least three suspected cases found shenzhen shanghai sources say south china morning post hashtag_eastasiavirus hashtag_virus hashtag_virus,none_of_the_above
273,with surveillance network human rights abuses many have hesitant visit china with outbreak hashtag_eastasiavirus is another added reason go,entity_directed_hostility
274,rt nine people have admitted local hospitals coming hashtag_eastasia increasing total hashtag_eastasiavirus infection cases hashtag_eastasia source news,none_of_the_above
275,chunyun china is annual lunar new year rush begins cnn travel hashtag_eastasiavirus hashtag_virus hashtag_virus,none_of_the_above
276,virus alert  hashtag_eastasiavirus  experts worried scale china sarslike virus us airports start screening raw story via rawstory,none_of_the_above
277,aware hashtag_eastasiavirus,none_of_the_above
278,hashtag_eastasiavirus is spreading aisa country,none_of_the_above
279,rt indian govt reviews preparedness against novel coronavirus china hashtag_virus hashtag_eastasiavirus hashtag_virus  hashtag_virus ,none_of_the_above
280,screening new sarslike virus uk airports yet world news guardian hashtag_eastasiavirus hashtag_virus hashtag_virus,none_of_the_above
281,rt hashtag_eastasiavirus  new patients infected hashtag_eastasiavirus today researchers think official data might understated estimated total patients could confirmed far   ,none_of_the_above
282,yet ccp china is still trying cover truth instead contributing infection control hashtag_eastasiavirus,entity_directed_hostility
283,china had withheld key information sars outbreak health bureau can trusted release timelyaccurate info people should wear masks take preventive measures case possible outbreak new hashtag_eastasiavirus,entity_directed_criticism
284,hashtag_eastasia is notorious lying things say folks reality is thousand already hashtag_eastasiavirus,entity_directed_criticism
285,is don call virus hashtag_virusothercountry obviously politically correct hashtag_eastasia continues unregulated way sort new strains will exports manufacturer exporter everything including viruses bacterial diseases,entity_directed_criticism
286,coronavirus outbreak nepal initiates screening travelers china japan thailand airports hashtag_eastasiavirus hashtag_virus hashtag_virus,none_of_the_above
287,passengers china screened pneumonia mumbai hashtag_eastasiavirus hashtag_virus hashtag_virus,none_of_the_above
288,hashtag_eastasia chinais criminels hashtag_eastasia go hell  hashtag_virus      hashtag_eastasia hashtag_eastasia,entity_directed_hostility
289,suspected cases hashtag_virusothercountry shenzhen shanghai hong kong likely reports across china awaiting lab testing third incubation period coming shout hashtag_eastasiavirus  team putting case updates midnight am thank,none_of_the_above
290,suspected cases hashtag_eastasiavirus found hk total hundred cases found stop hashtag_eastasiavirus,none_of_the_above
291,rt people are infected with virus wuhan  hashtag_eastasiavirus,none_of_the_above
292,rt even worse china is concealing actual situation hashtag_virusothercountry country never learn lesson sars concealment limits people knowledge awareness disease may cause greater outbreak world hashtag_eastasia,entity_directed_hostility
293,hashtag_eastasiavirus can survive weeks manufactured goods stop  ,none_of_the_above
294,hashtag_eastasia journalists hashtag_eastasiavirus news wuhan jinyintam hospital were detained content cameras were deleted china police source stand news rthk  hashtag_eastasiavirus  hashtag_eastasia can kill wherever earth are,none_of_the_above
295, outbreak response imminent global outbreak hashtag_eastasiavirus us  has initiated close monitoring releasing public health notice advice providing lab virussequence detection facility screening passengers wuhan us ports,none_of_the_above
296,chief executive said police brutality seven months hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiaisterorist   hashtag_eastasiavirus hashtag_eastasia,none_of_the_above
297,pray chinese hope wuhan virus wont spread world sars hashtag_virus hashtag_eastasia hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus  hashtag_virus hashtag_virus,none_of_the_above
298,hn china step countermeasures coronavirus outbreak grows hashtag_eastasiavirus hashtag_virus hashtag_virus,none_of_the_above
299,following video has solution virus spreading china     ,none_of_the_above
